AnonID	Query	QueryTime
6497	periodic table visual poster	2006-03-07 02:11:05
6497	the pianist	2006-03-09 23:36:10
6497	chemical composition of ball point pens	2006-03-14 02:43:08
6497	chemical composition of ballpoints	2006-03-14 02:57:13
6497	composition of ballpoints	2006-03-14 02:57:41
6497	composition of ballpoints iridium	2006-03-14 02:58:12
6497	ballpoints iridium	2006-03-14 02:59:22
6497	atomic bomb	2006-03-14 03:33:13
6497	bomb	2006-03-14 03:33:20
6497	atomic bomb	2006-03-14 03:33:34
6497	atomic bomb	2006-03-14 03:34:17
6497	atomic bomb	2006-03-14 03:37:45
6497	atomic bomb	2006-03-14 03:38:28
6497	atomic bomb	2006-03-14 03:39:12
6497	atomic bomb	2006-03-14 03:40:05
6497	atomic bomb	2006-03-14 03:41:00
6497	atomic bomb	2006-03-14 03:42:15
6497	atomic bomb	2006-03-14 03:43:09
6497	atomic bomb	2006-03-14 03:46:52
6497	atomic bomb	2006-03-14 03:47:03
6497	atomic bomb	2006-03-14 03:49:02
6497	atomic bomb cloud	2006-03-14 03:49:18
6497	atomic bomb cloud	2006-03-14 03:50:01
6497	atomic bomb cloud	2006-03-14 03:51:00
6497	atomic bomb cloud	2006-03-14 03:52:03
6497	atomic bomb cloud	2006-03-14 03:53:21
6497	speedo diver	2006-03-14 03:54:10
6497	speedo diver	2006-03-14 03:55:03
6497	speedo diver	2006-03-14 04:08:29
6497	speedo diver	2006-03-14 04:10:02
6497	speedo diver	2006-03-14 04:11:18
6497	speedo diver	2006-03-14 04:12:09
6497	speedo diver	2006-03-14 04:13:04
6497	speedo diver	2006-03-14 04:14:37
6497	speedo diver	2006-03-14 04:15:21
6497	speedo diver	2006-03-14 04:16:03
6497	speedo men	2006-03-14 04:16:14
6497	speedo men	2006-03-14 04:17:17
6497	speedo men	2006-03-14 04:18:32
6497	speedo men	2006-03-14 04:19:06
6497	speedo men	2006-03-14 04:20:05
6497	speedo men	2006-03-14 04:21:57
6497	speedo men	2006-03-14 04:22:07
6497	speedo water polo	2006-03-14 04:22:32
6497	speedo water polo	2006-03-14 04:23:41
6497	speedo water polo	2006-03-14 04:30:34
6497	speedo water polo	2006-03-14 04:31:03
6497	speedo water polo	2006-03-14 04:32:10
6497	wax	2006-03-14 04:33:14
6497	speedo men	2006-03-14 04:34:46
6497	speedo men	2006-03-14 04:35:55
6497	speedo men	2006-03-14 04:36:04
6497	speedo men	2006-03-14 04:37:01
6497	speedo diver	2006-03-14 04:37:36
6497	speedo diver	2006-03-14 04:38:02
6497	speedo water polo	2006-03-14 04:38:25
6497	speedo water polo	2006-03-14 04:39:00
6497	speedo diver	2006-03-14 04:39:29
6497	speedo water polo	2006-03-14 04:39:43
6497	speedo men	2006-03-14 04:39:52
6497	speedo men	2006-03-14 04:40:01
6497	death camp	2006-03-14 04:58:47
6497	speedo men	2006-03-19 01:40:41
6497	speedo men	2006-03-19 01:41:07
6497	speedo men	2006-03-19 01:42:03
6497	speedo men	2006-03-19 01:43:07
6497	solid gold mobile	2006-03-19 01:45:28
6497	speedo men	2006-03-19 01:46:25
6497	speedily	2006-03-19 01:49:12
6497	smart	2006-03-19 01:50:24
6497	speedo men bikini	2006-03-19 01:50:57
6497	speedo men	2006-03-19 01:51:11
6497	speedo men	2006-03-19 01:52:30
6497	speedo men	2006-03-19 01:53:04
6497	speedo men	2006-03-19 01:58:51
6497	speedo men	2006-03-19 01:59:01
6497	speedo men	2006-03-19 02:00:01
6497	men brief	2006-03-19 02:00:54
6497	men brief	2006-03-19 02:01:04
6497	men brief	2006-03-19 02:02:09
6497	men brief	2006-03-19 02:03:06
6497	men brief	2006-03-19 02:04:09
6497	speedo stud	2006-03-19 03:13:40
6497	speedo brief	2006-03-19 03:13:59
6497	speedo diver	2006-03-19 03:14:13
6497	speedo olympics	2006-03-19 03:14:38
6497	speedo olympics	2006-03-19 03:15:04
6497	speedo olympics	2006-03-19 03:21:47
6497	radium metal	2006-03-19 17:04:33
6497	environmentalist companies	2006-03-19 17:05:13
6497	men speedo	2006-03-19 18:52:50
6497	men speedo	2006-03-19 18:53:23
6497	men speedo	2006-03-19 19:37:02
6497	men speedo	2006-03-19 19:40:59
6497	men speedo	2006-03-19 19:41:18
6497	radium metal	2006-03-19 19:48:12
6497	radium metal	2006-03-19 19:52:04
6497	radium metal	2006-03-19 19:53:04
6497	radium metal	2006-03-19 20:09:37
6497	radium metal	2006-03-19 20:11:52
6497	radium metal	2006-03-19 20:12:10
6497	radium metal	2006-03-19 20:13:04
6497	radium metal	2006-03-19 20:14:59
6497	men speedo	2006-03-19 20:26:29
6497	men speedo	2006-03-19 20:27:14
6497	men speedo	2006-03-20 00:16:15
6497	men speedo	2006-03-20 00:17:10
6497	men speedo	2006-03-20 00:19:08
6497	men speedo	2006-03-20 00:26:53
6497	men speedo	2006-03-20 00:27:06
6497	men speedo	2006-03-20 01:04:15
6497	men speedo	2006-03-20 01:05:54
6497	men speedo	2006-03-20 01:06:10
6497	men speedo	2006-03-20 01:07:07
6497	men speedo	2006-03-20 01:09:53
6497	men speedo	2006-03-20 01:10:20
6497	men speedo	2006-03-20 01:11:13
6497	men speedo	2006-03-20 01:12:08
6497	men speedo	2006-03-20 01:13:38
6497	men speedo	2006-03-20 01:37:01
6497	men speedo	2006-03-20 01:41:00
6497	men speedo	2006-03-20 01:43:49
6497	men speedo	2006-03-20 01:44:10
6497	men speedo	2006-03-20 01:53:58
6497	men speedo	2006-03-20 01:54:40
6497	men speedo	2006-03-20 02:50:51
6497	men speedo	2006-03-20 02:51:07
6497	men speedo	2006-03-20 02:52:03
6497	tibet	2006-03-28 00:11:55
6497	tibet	2006-03-28 00:12:09
6497	corregidor	2006-03-28 02:47:26
6497	holocaust	2006-03-29 00:34:07
6497	camps	2006-03-29 00:34:21
6497	periodic table	2006-03-29 00:54:03
6497	periodic table	2006-03-29 00:55:11
6497	periodic table	2006-03-29 00:56:01
6497	periodic table	2006-03-29 01:04:40
6497	periodic table	2006-03-29 01:07:54
6497	periodic table	2006-03-29 02:19:17
6497	periodic table	2006-03-29 02:20:48
6497	power rangers	2006-04-02 20:00:46
6497	power rangers goo	2006-04-02 20:01:11
6497	nappa	2006-04-02 20:02:01
6497	nappa	2006-04-02 20:03:04
6497	nappa z	2006-04-02 20:03:17
6497	nappa z	2006-04-02 20:04:02
6497	nappa z	2006-04-02 20:05:01
6497	nappa z	2006-04-02 20:06:18
6497	nappa z	2006-04-02 20:07:01
6497	king cold z	2006-04-02 20:07:33
6497	king cold z	2006-04-02 20:08:13
6497	king cold	2006-04-02 20:08:34
6497	king cold	2006-04-02 20:10:36
6497	king cold dragon	2006-04-02 20:14:56
6497	king cold dragon	2006-04-02 20:15:14
6497	ball z dragon	2006-04-02 20:16:51
6497	lifeguard speedo	2006-04-04 02:36:51
6497	lifeguard speedo	2006-04-04 02:37:15
6497	lifeguard in speedo	2006-04-04 02:38:01
6497	lifeguard men in speedo	2006-04-04 02:39:11
6497	lifeguard men speedo	2006-04-04 02:39:21
6497	lifeguard men	2006-04-04 02:39:31
6497	lifeguard men	2006-04-04 02:43:00
6497	lifeguard men	2006-04-04 02:48:13
6497	lifeguard men	2006-04-04 02:54:31
6497	lifeguard men	2006-04-04 03:29:45
6497	where is the love black eyed peas	2006-04-04 05:36:52
6497	radium metal	2006-04-04 06:23:02
6497	radium metal	2006-04-04 06:24:01
6497	radium metal	2006-04-04 06:26:25
6497	radium metal	2006-04-04 06:27:01
6497	world war ii death tolls	2006-04-06 02:30:13
6497	world war i death tolls	2006-04-06 03:15:38
6497	world war first death tolls	2006-04-06 03:16:47
6497	spice	2006-04-06 03:37:47
6497	spice boys z	2006-04-06 03:38:18
6497	spice boys garlic	2006-04-06 03:39:16
6497	spice boys dragon	2006-04-06 03:40:03
6497	spice boys ball	2006-04-06 03:40:26
6497	nappa	2006-04-06 03:40:39
6497	nappa dragon	2006-04-06 03:49:29
6497	nappa dragon	2006-04-06 03:50:02
6497	nappa dragon	2006-04-06 03:51:01
6497	king cold dragon	2006-04-06 03:51:15
6497	undertaker	2006-04-06 03:56:25
6497	undertaker	2006-04-06 04:00:02
6497	money money money	2006-04-06 22:10:30
6497	money money money song	2006-04-06 22:10:40
6497	mama mia song	2006-04-06 22:11:03
6497	funky town song	2006-04-06 22:11:22
6497	abba band	2006-04-06 22:11:47
6497	abba band country	2006-04-06 22:13:12
6497	mama mia seventeen song	2006-04-06 22:14:36
6497	mama mia only seventeen song	2006-04-06 22:14:55
6497	mama mia dancing queen song	2006-04-06 22:15:13
6497	funky town song	2006-04-06 22:31:52
6497	men in speedos	2006-04-06 22:42:53
6497	men in speedos	2006-04-06 22:43:02
6497	men in speedos	2006-04-06 22:44:41
6497	men in speedos	2006-04-06 22:45:11
6497	studs in speedos	2006-04-06 22:46:03
6497	men in speedos	2006-04-06 22:46:08
6497	google	2006-04-06 22:47:10
6497	abba band from	2006-04-06 22:53:46
6497	abba band from	2006-04-06 22:54:23
6497	google	2006-04-06 23:05:58
6497	polish stars	2006-04-07 00:14:21
6497	list of polish stars	2006-04-07 00:17:16
6497	list of polish celebrities	2006-04-07 00:18:01
6497	the pianist	2006-04-07 00:18:33
6497	polish artists	2006-04-07 00:37:53
6497	polish singers	2006-04-07 00:38:17
6497	polish musicians	2006-04-07 00:42:17
6497	pbs building big	2006-04-09 20:18:36
6497	ocean clouds	2006-04-10 01:00:42
6497	atomic bomb cloud	2006-04-10 01:01:22
6497	wasteland horizon	2006-04-10 01:02:03
6497	atomic bomb cloud	2006-04-10 01:12:45
6497	atomic bomb cloud	2006-04-10 01:14:19
6497	atomic bomb cloud	2006-04-10 01:15:22
6497	atomic bomb cloud	2006-04-10 01:17:41
6497	atomic bomb cloud	2006-04-10 01:23:27
6497	atomic bomb cloud	2006-04-10 01:26:10
6497	atomic bomb cloud	2006-04-10 01:27:16
6497	atomic bomb cloud	2006-04-10 01:28:03
6497	atomic bomb cloud	2006-04-10 01:29:26
6497	atomic bomb cloud	2006-04-10 01:30:04
6497	atomic bomb cloud	2006-04-10 01:31:37
6497	atomic bomb cloud	2006-04-10 01:32:05
6497	ocean clouds	2006-04-10 01:37:43
6497	ocean clouds	2006-04-10 01:38:01
6497	ocean clouds	2006-04-10 01:39:06
6497	ocean clouds	2006-04-10 01:40:09
6497	ocean clouds aircraft carrier	2006-04-10 01:40:59
6497	ocean clouds carrier	2006-04-10 01:41:10
6497	world war ii kiss nurse	2006-04-10 01:51:54
6497	world war ii kiss nurse	2006-04-10 01:52:08
6497	world war ii nurse	2006-04-10 01:52:16
6497	holland	2006-04-10 02:08:15
6497	holland map	2006-04-10 02:08:38
6497	wasteland horizon	2006-04-10 02:39:20
6497	wasteland	2006-04-10 02:39:39
6497	wasteland	2006-04-10 02:40:04
6497	wasteland	2006-04-10 02:41:04
6497	speedo man	2006-04-10 02:42:10
6497	speedo diver	2006-04-10 02:42:22
6497	wasteland	2006-04-10 02:49:48
6497	wasteland	2006-04-10 02:50:48
6497	speedo diver	2006-04-10 02:50:59
6497	speedo diver	2006-04-10 02:51:11
6497	speedo diver	2006-04-10 03:02:56
6497	speedo diver	2006-04-10 03:03:23
6497	speedo diver	2006-04-10 03:04:07
6497	speedo divers	2006-04-10 03:05:09
6497	speedo divers	2006-04-10 03:06:39
6497	speedo water polo	2006-04-10 03:07:08
6497	speedo water polo	2006-04-10 03:08:52
6497	speedo water polo	2006-04-10 03:09:00
6497	speedo hawaii beach	2006-04-10 03:09:32
6497	speedo hawaii	2006-04-10 03:09:39
6497	speedo hawaii	2006-04-10 03:11:42
6497	speedo beach	2006-04-10 03:12:12
6497	speedo beach	2006-04-10 03:13:05
6497	speedo beach	2006-04-10 03:15:57
6497	speedo beach	2006-04-10 03:17:48
6497	speedo beach	2006-04-10 03:18:56
6497	speedo beach	2006-04-10 03:19:06
6497	speedo beach	2006-04-10 03:20:03
6497	speedo beach	2006-04-10 03:21:29
6497	speedo beach	2006-04-10 03:23:27
6497	speedo guys	2006-04-10 03:24:39
6497	speedo guy	2006-04-10 03:24:45
6497	speedo hunk	2006-04-10 03:24:55
6497	speedo boys	2006-04-10 03:25:07
6497	speedo boys	2006-04-10 03:29:42
6497	speedo boys	2006-04-10 03:30:10
6497	speedo boys	2006-04-10 03:31:44
6497	speedo boys	2006-04-10 03:32:02
6497	speedo boys	2006-04-10 03:33:49
6497	speedo boys	2006-04-10 03:34:01
6497	speedo boys	2006-04-10 03:35:00
6497	speedo boys	2006-04-10 03:36:01
6497	speedo swimmers	2006-04-10 03:37:18
6497	speedo swimmers	2006-04-10 03:38:43
6497	speedos swimmers	2006-04-10 03:39:04
6497	speedos swimmers	2006-04-10 03:40:03
6497	speedos swimmers	2006-04-10 03:43:47
6497	speedos swimmers	2006-04-10 03:44:03
6497	speedos divers	2006-04-10 03:44:25
6497	speedos divers	2006-04-10 03:45:14
6497	speedos divers	2006-04-10 03:48:49
6497	speedos divers	2006-04-10 03:49:01
6497	speedos tight	2006-04-10 03:50:14
6497	speedos buff	2006-04-10 03:50:31
6497	speedos hot	2006-04-10 03:50:43
6497	speedos hot	2006-04-10 03:51:13
6497	speedo boys	2006-04-10 04:08:52
6497	speedos hot	2006-04-10 05:07:52
6497	speedos divers	2006-04-10 05:08:06
6497	speedos divers	2006-04-10 05:09:11
6497	speedos divers	2006-04-10 05:11:28
6497	speedos divers	2006-04-10 05:16:57
6497	speedos divers	2006-04-10 05:17:05
6497	speedos divers	2006-04-10 05:18:20
6497	speedos	2006-04-14 00:20:32
6497	speedos	2006-04-14 00:21:27
6497	speedos	2006-04-14 00:22:06
6497	speedos	2006-04-14 00:34:52
6497	speedos	2006-04-14 00:40:20
6497	speedos	2006-04-14 00:45:56
6497	speedos	2006-04-14 00:50:02
6497	speedos	2006-04-14 00:51:43
6497	speedos	2006-04-14 00:52:07
6497	speedos	2006-04-14 00:53:20
6497	speedos	2006-04-14 00:57:22
6497	speedos	2006-04-14 00:58:45
6497	speedos	2006-04-14 00:59:51
6497	speedos	2006-04-14 01:12:24
6497	speedos	2006-04-14 01:13:28
6497	speedos	2006-04-14 01:14:24
6497	speedos	2006-04-14 01:15:56
6497	speedos	2006-04-14 01:16:17
6497	speedos	2006-04-14 01:17:05
6497	speedos	2006-04-14 01:18:20
6497	speedos	2006-04-14 01:19:37
6497	speedos	2006-04-14 01:20:03
6497	speedos	2006-04-14 01:21:01
6497	speedos	2006-04-14 01:23:21
6497	speedos	2006-04-14 01:24:05
6497	speedos	2006-04-14 01:25:25
6497	speedos	2006-04-14 01:28:25
6497	speedos	2006-04-14 01:29:00
6497	speedos	2006-04-14 01:30:06
6497	speedo ironman	2006-04-14 01:42:56
6497	speedos ironman	2006-04-14 01:43:05
6497	speedo ironman	2006-04-14 01:43:18
6497	speedo ironman	2006-04-14 01:47:33
6497	speedos ironman	2006-04-14 01:47:50
6497	speedos ironman	2006-04-14 01:48:00
6497	speedos ironman	2006-04-14 02:27:45
6497	speedos ironman	2006-04-14 02:28:10
6497	speedos ironman	2006-04-14 02:29:06
6497	speedos bike	2006-04-14 02:30:50
6497	speedos bike	2006-04-14 02:31:03
6497	speedos bicycle	2006-04-14 02:31:58
6497	speedos bicycle	2006-04-14 02:32:06
6497	speedos bicycle	2006-04-14 02:33:35
6497	speedos muscle fitness	2006-04-14 02:33:50
6497	speedo muscle fitness	2006-04-14 02:33:58
6497	speedos	2006-04-14 02:34:43
6497	muscle fitness	2006-04-14 02:34:53
6497	speedos	2006-04-14 02:34:57
6497	speedos	2006-04-14 02:35:47
6497	muscle fitness speedo	2006-04-14 02:36:11
6497	muscle speedo	2006-04-14 02:36:20
6497	muscle speedo	2006-04-14 02:49:38
6497	muscle speedo	2006-04-14 02:51:11
6497	muscle speedo	2006-04-14 02:52:33
6497	muscle fitness speedo	2006-04-14 02:52:41
6497	muscle fitness	2006-04-14 02:52:47
6497	speedos	2006-04-14 02:53:03
6497	speedos	2006-04-14 02:54:14
6497	speedos	2006-04-14 02:55:29
6497	speedos	2006-04-14 02:56:22
6497	speedos	2006-04-14 02:57:08
6497	speedos	2006-04-14 02:58:17
6497	speedos	2006-04-14 02:59:07
6497	speedos	2006-04-14 03:00:24
6497	speedos	2006-04-14 03:01:07
6497	speedos bicycle	2006-04-14 04:49:11
6497	speedos bicycle	2006-04-14 04:50:11
6497	speedos bicycle	2006-04-14 04:51:03
6497	speedos bicycle	2006-04-14 04:53:39
6497	speedos bicycle	2006-04-14 04:54:25
6497	speedos bicycle	2006-04-14 04:55:22
6497	speedos bicycle	2006-04-14 04:56:48
6497	speedos bicycle	2006-04-14 04:57:14
6497	muscle speedo	2006-04-14 04:57:32
6497	muscle speedo	2006-04-14 04:58:00
6497	muscle speedo	2006-04-14 04:59:28
6497	muscle speedo	2006-04-14 05:55:03
6497	muscular speedo	2006-04-14 05:55:53
6497	muscular speedo	2006-04-14 05:56:05
6497	ironman speedo	2006-04-14 05:56:42
6497	ironman speedo	2006-04-14 05:57:05
6497	speedos	2006-04-14 05:57:51
6497	speedos	2006-04-14 05:58:12
6497	speedos	2006-04-14 05:59:02
6497	speedos	2006-04-14 06:00:24
6497	speedos	2006-04-14 06:02:15
6497	speedos	2006-04-14 06:03:21
6497	speedos	2006-04-14 06:04:30
6497	speedos	2006-04-14 06:05:01
6497	speedos	2006-04-14 06:06:02
6497	speedos	2006-04-14 06:11:41
6497	speedos	2006-04-14 06:12:14
6497	speedos	2006-04-14 06:13:15
